MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924788,0.1180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,61.8060000,-0.1262702,-0.0511251,-0.1183577
MsgID.LOCAL_VELOCITY,61.8060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,False,False
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924805,0.1190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.0560000,0.0611263,-0.0201698,-0.1193137
MsgID.LOCAL_VELOCITY,62.0560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924802,0.1130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.3060000,0.0322181,0.1272644,-0.1130622
MsgID.LOCAL_VELOCITY,62.3060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924786,0.1040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.5560000,-0.1489105,-0.0169921,-0.1041705
MsgID.LOCAL_VELOCITY,62.5560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924802,0.0930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.8060000,0.0291076,-0.0092254,-0.0938139
MsgID.LOCAL_VELOCITY,62.8060000,0.0000009,0.0000094,0.0000125
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924809,0.0870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.0560000,0.0552446,0.2934643,-0.0871647
MsgID.LOCAL_VELOCITY,63.0560000,0.0000036,0.0000002,0.0000132
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924806,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.3070000,0.0184816,0.3264540,-0.0834480
MsgID.LOCAL_VELOCITY,63.3070000,0.0000139,0.0000110,0.0000131
MsgID.GLOBAL_POSITION,0.0000000,-122.3974482,37.7924803,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.5580000,-0.0157239,0.4454198,-0.0825254
MsgID.LOCAL_VELOCITY,63.5580000,-0.0000201,-0.0000087,0.0000077
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924800,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.8090000,-0.0522699,0.2907003,-0.0824995
MsgID.LOCAL_VELOCITY,63.8090000,0.0000140,0.0000067,0.0000097
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924805,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.0590000,0.0085621,0.3114330,-0.0824996
MsgID.LOCAL_VELOCITY,64.0590000,-0.0000222,-0.0000123,0.0000070
MsgID.GLOBAL_POSITION,0.0000000,-122.3974491,37.7924810,0.0820000
